start_date,mp_physics,ra_lw_physics,ra_sw_physics,sf_surface_physics,bl_pbl_physics,cu_physics,sf_sfclay_physics,fitness,runtime
Dec 09 2011,15,3,99,2,4,4,4,6.0219999999999996e+23,06h 00m 08s
Apr 20 2011,13,7,7,3,4,2,4,6.0219999999999996e+23,00:00:00
Jan 09 2011,19,99,99,2,4,14,4,1020.3043441549368,01h 30m 37s
Oct 05 2011,15,5,1,3,11,4,1,6.0219999999999996e+23,00:00:00
Mar 17 2011,19,5,99,4,9,5,1,1131.54345822148,01h 25m 40s
Mar 14 2011,28,99,1,3,10,99,10,6.0219999999999996e+23,00:00:00
Jun 06 2011,8,1,7,4,9,14,1,2968.417743170482,01h 38m 55s
May 08 2011,3,31,3,1,11,94,1,1193.9124538166964,00h 48m 48s
Nov 13 2011,18,3,2,2,7,99,1,6.024035819294183e+23,01h 38m 54s
Jul 09 2011,4,99,3,5,11,94,1,1109.7214246420394,04h 24m 16s
Aug 24 2011,13,99,24,4,10,14,10,1094.415818708846,00h 44m 46s
Feb 10 2011,16,4,5,4,12,14,1,741.3317510737661,01h 31m 28s
Aug 17 2011,50,7,3,7,11,99,1,6.0219999999999996e+23,00h 02m 20s
Jun 07 2011,11,99,3,5,9,10,1,6.0219999999999996e+23,06h 00m 05s
Aug 03 2011,28,3,5,3,9,94,1,6.0219999999999996e+23,00:00:00
Mar 10 2011,3,7,24,5,7,14,1,1609.091870164872,04h 24m 18s
Aug 27 2011,19,1,24,4,9,7,1,1643.852748439479,02h 15m 21s
Jun 04 2011,10,24,4,2,9,7,1,1051.4625108511714,02h 25m 09s
Feb 07 2011,5,4,7,1,2,7,1,6.0219999999999996e+23,00h 00m 00s
Aug 15 2011,18,31,5,1,4,99,4,1268.3265987316195,02h 48m 40s
Feb 24 2011,1,4,4,5,6,4,5,6.0219999999999996e+23,06h 00m 09s
May 25 2011,10,4,99,7,5,3,1,6.0219999999999996e+23,06h 00m 05s
Jan 02 2011,6,1,4,4,12,16,1,630.7139441425987,01h 14m 12s
Mar 04 2011,21,5,2,7,9,3,1,1223.2377959681164,01h 42m 34s
Sep 08 2011,28,5,4,3,4,14,4,6.0219999999999996e+23,00:00:00
Oct 06 2011,32,5,1,5,7,14,1,6.0219999999999996e+23,06h 00m 05s
Mar 17 2011,28,1,2,2,4,1,4,1252.9622586711132,02h 03m 35s
Aug 21 2011,9,24,4,3,5,14,1,6.0219999999999996e+23,00:00:00
Oct 05 2011,10,1,5,1,12,6,1,722.8944279456368,01h 16m 41s
Nov 03 2011,21,4,2,7,9,3,1,825.906709328898,01h 29m 56s
Apr 30 2011,16,5,5,4,12,14,1,994.3807925819106,02h 34m 10s
Mar 14 2011,6,1,5,1,12,6,1,1020.5068964140318,01h 59m 40s
Mar 31 2011,10,1,4,4,12,16,1,887.4856305689975,01h 52m 37s
Dec 04 2011,19,4,99,4,9,5,1,773.3302291494698,01h 05m 50s
Aug 19 2011,16,5,5,4,12,14,1,886.3973822751052,02h 27m 31s
Jun 05 2011,6,5,4,7,8,99,1,719.0768827394102,01h 50m 03s
Sep 30 2011,18,1,4,4,12,16,1,1035.6363417719467,01h 12m 42s
Dec 12 2011,5,4,7,1,12,7,1,6.0219999999999996e+23,00h 00m 00s
Mar 17 2011,10,1,5,1,2,6,1,6.0219999999999996e+23,00h 00m 00s
Mar 26 2011,21,24,2,2,1,16,1,1084.062735639475,01h 11m 37s
Oct 19 2011,10,24,4,4,9,7,1,1062.3551485563155,02h 20m 31s
Nov 02 2011,21,5,2,7,9,7,1,921.8730949170738,01h 42m 10s
Apr 12 2011,5,4,7,1,2,3,1,6.0219999999999996e+23,00h 00m 00s
Jun 17 2011,16,4,5,4,12,14,1,1169.362201968902,02h 31m 25s
Dec 18 2011,6,1,4,4,12,16,1,547.5018356542109,02h 16m 15s
Dec 03 2011,18,4,7,1,2,7,1,6.0219999999999996e+23,00h 00m 00s
Nov 09 2011,5,5,4,7,8,99,1,639.9330465567691,01h 10m 56s
Jan 29 2011,10,1,5,1,12,6,1,631.5667619733579,01h 27m 27s
Jul 09 2011,10,1,5,1,12,6,1,6.0219999999999996e+23,06h 00m 04s
Apr 23 2011,16,4,5,4,12,14,1,1352.1586774516163,02h 21m 59s
Nov 03 2011,16,4,5,4,12,14,1,696.3693838768775,04h 08m 09s
Feb 28 2011,10,1,5,1,12,6,1,1658.7272582073022,00h 52m 47s
Oct 09 2011,10,1,5,1,12,6,1,925.7720979074755,01h 25m 23s
Sep 23 2011,21,24,2,7,1,16,1,650.3535487819036,01h 15m 32s
May 12 2011,18,5,4,4,8,99,1,933.5322317962457,01h 48m 38s
Sep 14 2011,3,31,3,1,11,94,1,1218.2144843367594,00h 32m 28s
Jan 22 2011,16,4,5,4,12,14,1,623.7978809465078,01h 33m 41s
May 12 2011,10,99,4,4,9,7,1,1171.7979725038444,02h 18m 58s
Oct 12 2011,16,4,5,2,12,14,1,778.4567642297943,02h 26m 46s
Aug 12 2011,16,4,5,4,2,14,1,6.0219999999999996e+23,00h 00m 00s
Oct 26 2011,5,4,7,1,12,7,1,6.0219999999999996e+23,00h 00m 00s
Jan 12 2011,18,5,4,7,9,99,1,980.9773451292178,02h 34m 53s
Mar 12 2011,21,5,2,7,8,3,1,819.4731103495428,00h 40m 02s
Jun 16 2011,18,5,4,7,8,99,1,879.732054123167,01h 48m 15s
Aug 07 2011,16,4,5,4,12,14,1,992.542314925962,01h 21m 49s
Nov 20 2011,6,4,5,4,12,14,1,731.4560155312117,02h 16m 17s
Nov 15 2011,16,1,4,4,12,16,1,697.4265076512708,02h 09m 32s
May 24 2011,16,4,2,4,12,14,1,1275.3535872449218,01h 00m 04s
Apr 21 2011,21,5,5,7,8,3,1,1178.181388534529,01h 10m 46s
Feb 22 2011,16,4,5,7,12,14,1,822.4425785275475,03h 01m 28s
Jan 20 2011,6,5,4,4,8,99,1,392.91412951208554,00h 54m 33s
Sep 24 2011,21,4,2,1,9,3,1,728.7482857958942,01h 00m 02s
Feb 03 2011,10,1,5,7,12,6,1,6.0219999999999996e+23,06h 00m 08s
Apr 21 2011,18,5,4,7,8,99,1,955.8224873595523,03h 38m 59s
Feb 07 2011,15,5,4,7,8,99,1,6.0219999999999996e+23,00h 00m 10s
Nov 26 2011,5,5,4,7,8,99,1,484.04551740070207,01h 13m 48s
Dec 22 2011,6,5,4,7,8,99,1,498.07666439691326,01h 59m 24s
Oct 11 2011,6,1,4,4,12,16,1,668.7959160574649,02h 06m 44s
Jul 05 2011,21,4,2,7,9,3,1,999.1266246284597,01h 28m 08s
May 01 2011,10,1,5,1,12,14,1,1690.0015154803255,01h 06m 49s
Sep 12 2011,16,4,5,4,12,6,1,890.4376935799686,02h 27m 52s
Mar 24 2011,10,1,5,1,12,16,1,1249.4334689368366,01h 09m 20s
Sep 19 2011,6,1,4,4,12,6,1,796.2141088220764,01h 14m 29s
Jun 18 2011,5,5,4,7,12,99,1,913.050223220142,01h 06m 20s
May 13 2011,6,1,4,4,8,16,1,879.3996413303871,01h 49m 09s
Sep 27 2011,5,5,4,2,8,99,1,589.4379469907074,01h 10m 28s
Aug 06 2011,16,4,5,7,12,14,1,987.8002392985754,02h 24m 18s
Nov 02 2011,18,24,2,7,1,16,1,741.173241239873,01h 39m 25s
Jul 18 2011,21,5,4,7,8,99,1,957.0732890144141,01h 14m 21s
Dec 13 2011,18,5,4,7,8,99,1,372.2599615880075,01h 44m 40s
Sep 25 2011,6,1,4,4,12,16,1,682.3978752034778,01h 15m 50s
May 14 2011,21,5,2,7,8,3,1,1026.80875454683,01h 15m 23s
Jul 24 2011,18,5,4,3,8,99,1,6.0219999999999996e+23,00:00:00
Jun 01 2011,21,5,4,7,8,99,1,1083.3275698315952,01h 11m 50s
Dec 30 2011,6,4,2,7,9,3,1,692.7780153908866,01h 53m 35s
Jun 12 2011,18,5,4,7,8,99,1,980.9073129921682,01h 10m 15s
Apr 27 2011,18,5,4,7,9,99,1,1562.0129465520988,02h 42m 18s
Jun 20 2011,6,4,4,7,9,3,1,1049.8358968469297,02h 26m 47s
Feb 05 2011,6,1,2,4,12,16,1,745.0324379838754,02h 15m 43s
Nov 11 2011,10,1,5,1,12,6,1,915.0177584578711,01h 35m 05s
Dec 29 2011,21,4,2,1,9,3,1,825.9566510058373,01h 24m 02s
Sep 02 2011,21,24,4,7,1,16,1,879.2349556294944,00h 37m 23s
Jan 17 2011,18,5,2,7,8,99,1,549.6085462245807,01h 53m 01s
Jun 16 2011,6,5,4,7,8,99,1,813.1974766815214,01h 54m 25s
Jul 01 2011,18,5,4,7,8,99,1,831.5793777468015,01h 00m 52s
Jun 22 2011,16,4,5,7,12,14,1,1305.4869069041745,03h 59m 28s
Jul 21 2011,10,1,5,1,12,6,1,1213.365283679051,01h 24m 52s
Mar 17 2011,6,1,4,4,8,99,1,709.6753086723143,02h 01m 16s
Jun 10 2011,6,5,4,4,12,16,1,899.6045027833213,02h 14m 09s
Dec 08 2011,6,1,4,4,12,14,1,782.8635806683301,02h 25m 34s
Apr 28 2011,16,4,5,4,12,16,1,1630.1697475298854,01h 28m 45s
Jul 30 2011,6,1,4,4,8,99,1,735.5034750275181,01h 22m 01s
Dec 20 2011,10,5,5,1,12,6,1,931.8171640022032,01h 36m 46s
Jul 15 2011,6,5,4,4,9,99,1,848.2095093158568,01h 10m 59s
Jun 10 2011,21,4,2,1,8,3,1,971.9419248265115,01h 07m 55s
Jun 12 2011,16,1,5,7,12,14,1,6.0219999999999996e+23,06h 00m 02s
Nov 04 2011,6,4,4,4,12,16,1,642.2160114992382,01h 21m 06s
Aug 26 2011,21,24,4,7,1,16,1,1224.534900495089,01h 02m 07s
Jan 12 2011,6,5,2,7,8,99,1,880.9908262214908,01h 20m 02s
Mar 25 2011,21,24,2,7,12,16,1,772.7084699083595,01h 00m 39s
Feb 25 2011,6,1,4,4,1,16,1,1224.8502009260808,01h 14m 40s
Apr 09 2011,18,5,5,7,8,99,1,860.7242368045295,01h 44m 23s
Dec 22 2011,16,4,4,7,12,14,1,578.9125484768651,02h 53m 51s
Apr 24 2011,6,5,2,7,9,3,1,1124.314738624676,01h 08m 23s
Jun 28 2011,6,4,4,7,8,99,1,902.1354527626254,00h 59m 16s
Sep 21 2011,21,24,2,7,1,16,1,802.3158085066261,01h 18m 44s
Aug 02 2011,6,1,4,4,12,16,1,825.701673254226,01h 16m 14s
Apr 26 2011,16,4,5,4,12,14,1,1449.1514853144013,02h 40m 00s
Jan 01 2011,21,24,2,7,1,16,1,807.8173485577446,01h 14m 11s
Jun 05 2011,6,5,4,4,8,99,1,716.6347446129502,01h 53m 28s
Jan 04 2011,18,5,4,7,8,99,1,443.6236209326508,01h 43m 48s
Nov 29 2011,5,5,4,7,8,16,1,695.421117762299,01h 06m 45s
Apr 30 2011,6,1,4,4,12,99,1,965.8453664202083,02h 10m 08s
Dec 13 2011,6,1,4,4,12,16,1,391.4556341013411,02h 09m 12s
Sep 23 2011,6,1,4,4,12,14,1,626.2458142719299,02h 02m 24s
Sep 02 2011,6,1,4,4,12,16,1,839.3878667029264,02h 01m 58s
Jun 23 2011,5,5,4,2,8,99,1,944.3455895029838,01h 15m 24s
Nov 13 2011,5,5,4,7,12,99,1,1056.143389035319,00h 58m 10s
Oct 23 2011,6,1,4,4,8,16,1,476.85559053943365,01h 16m 59s
Oct 30 2011,6,1,4,4,12,16,1,863.2805927795705,01h 10m 11s
Oct 14 2011,6,1,4,4,12,14,1,924.245380434923,02h 17m 25s
Oct 07 2011,6,5,4,7,8,99,1,577.893962576068,01h 46m 36s
Nov 01 2011,5,1,4,4,12,16,1,864.0973501136478,01h 17m 20s
Jun 08 2011,16,4,4,7,12,14,1,6.0219999999999996e+23,06h 00m 08s
Apr 10 2011,6,1,4,4,12,14,1,1026.7500615962335,00h 58m 47s
Dec 25 2011,6,1,4,4,12,14,1,521.9613840290655,01h 11m 03s
Sep 09 2011,6,1,4,4,8,99,1,773.7887206071719,01h 47m 41s
May 21 2011,5,5,4,7,8,99,1,814.8841207608592,00h 53m 39s
Oct 10 2011,6,5,4,7,8,99,1,660.8928460706414,01h 11m 40s
Nov 02 2011,10,1,2,1,12,6,1,813.8920618801505,01h 18m 03s
Sep 18 2011,18,5,5,7,8,99,2,939.5774025542819,01h 38m 16s
Apr 21 2011,5,5,4,7,8,99,1,939.7781764140116,01h 06m 50s
Feb 20 2011,6,1,4,4,12,16,1,948.0295319216921,01h 01m 58s
Nov 04 2011,18,5,4,7,8,99,1,595.728745468448,01h 55m 28s
Apr 23 2011,18,5,4,7,8,99,1,1163.7230425829139,02h 12m 44s
Mar 14 2011,6,5,4,4,8,16,1,569.5850426270569,02h 05m 14s
Jul 19 2011,6,1,4,4,12,99,1,830.0950201623964,02h 02m 44s
May 04 2011,18,5,4,7,8,99,1,871.0001123007703,01h 12m 51s
Dec 10 2011,5,5,4,2,8,99,1,479.07653086070184,01h 10m 02s
Jun 21 2011,6,5,4,4,8,99,1,965.2804262045106,02h 40m 56s
Dec 29 2011,6,1,4,7,12,16,1,6.0219999999999996e+23,06h 00m 03s
Apr 12 2011,6,1,4,4,12,16,1,1041.1968661713165,01h 03m 26s
Mar 29 2011,6,1,4,4,12,16,1,797.8831715518385,02h 06m 40s
Feb 09 2011,18,5,4,7,8,99,1,771.4153486300396,01h 25m 19s
Oct 19 2011,6,5,4,4,8,99,1,972.0719356382818,00h 58m 20s
Jul 22 2011,6,1,4,4,8,16,1,817.2594090595161,01h 16m 49s
Aug 31 2011,6,1,4,4,12,16,1,742.5346641820677,02h 02m 21s
May 28 2011,18,5,4,7,8,99,1,1000.1525364020217,01h 54m 10s
Sep 12 2011,5,5,4,2,8,99,1,653.9145780156164,01h 00m 00s
Jun 24 2011,6,5,4,4,12,16,1,1014.8226945706426,02h 55m 06s
Aug 04 2011,5,1,4,7,8,99,1,6.0219999999999996e+23,06h 00m 08s
Jul 14 2011,5,5,4,7,8,99,1,875.1156638801677,01h 12m 30s
Dec 10 2011,6,1,4,4,8,16,1,437.8368504880627,01h 56m 14s
Aug 18 2011,6,5,4,4,8,16,1,6.024035819294183e+23,01h 53m 16s
Jun 17 2011,6,1,4,4,12,99,1,930.0170607419398,02h 07m 57s
Feb 13 2011,6,5,4,7,8,99,1,680.3659550857901,02h 00m 51s
May 15 2011,6,1,4,4,12,14,1,1062.6444521590736,02h 10m 53s
Nov 09 2011,6,5,4,4,8,99,1,607.2876574162209,01h 25m 32s
Jun 04 2011,18,5,4,7,8,99,1,821.6924961260115,01h 48m 13s
Mar 06 2011,6,1,4,4,12,14,1,857.12336769663,01h 22m 10s
Jun 14 2011,6,1,4,4,12,16,1,951.2590311719587,00h 58m 29s
Jun 04 2011,6,5,4,4,12,16,1,894.2073069435837,01h 00m 13s
Nov 29 2011,6,1,4,4,8,99,1,626.8875232625323,01h 22m 12s
Feb 22 2011,6,5,4,7,8,99,1,683.7273210940423,02h 15m 26s
Apr 13 2011,18,1,4,4,12,16,1,922.6488317294318,02h 01m 04s
Feb 11 2011,18,5,4,7,8,99,1,587.2280345644841,01h 30m 00s
Jul 18 2011,6,1,4,4,12,16,1,990.6020119684815,02h 08m 49s
May 15 2011,18,5,4,7,8,99,1,1201.1700087257198,02h 15m 27s
Sep 13 2011,6,5,4,7,8,99,1,701.5678367953453,01h 50m 50s
Sep 11 2011,6,1,4,4,12,16,1,637.7430566087885,01h 16m 12s
Jul 31 2011,6,1,4,4,12,16,1,704.8573928299356,01h 09m 11s
Jan 28 2011,6,1,4,4,12,16,1,547.1019225668939,02h 18m 27s
Jun 25 2011,6,1,4,4,12,16,1,919.089415437448,02h 02m 36s
Apr 08 2011,5,5,4,2,8,14,1,782.6919908734782,01h 05m 48s
Feb 17 2011,6,1,4,4,12,99,1,945.1386302742055,02h 02m 08s
Mar 20 2011,6,1,4,4,12,16,1,825.0721387630881,02h 07m 25s
Jul 29 2011,6,1,4,4,12,16,1,897.6595855600845,01h 58m 04s
Aug 07 2011,5,5,4,2,8,99,1,870.5712267352757,01h 10m 42s
Jun 25 2011,18,5,4,7,8,99,1,998.7289538840271,01h 07m 44s
Jun 14 2011,6,5,4,4,8,16,1,830.0926009007534,01h 56m 45s
Sep 14 2011,6,1,4,7,8,99,1,6.0219999999999996e+23,06h 00m 02s
Jul 22 2011,6,5,4,4,12,16,1,898.2271334145909,02h 10m 20s
Dec 13 2011,6,1,4,7,8,99,1,6.0219999999999996e+23,06h 00m 08s
Mar 31 2011,6,5,4,7,8,99,1,856.7035034275581,01h 58m 14s
Mar 07 2011,6,5,4,4,8,99,1,783.6875198348915,02h 11m 34s
Feb 06 2011,6,1,4,4,8,16,1,648.3883384596081,00h 52m 37s
Nov 17 2011,6,1,4,4,8,16,1,700.6984762391319,02h 02m 11s
Mar 16 2011,6,1,4,4,12,16,1,784.4068322197618,02h 14m 27s
Aug 30 2011,6,1,4,4,8,14,1,686.3331170603136,01h 47m 28s
Nov 01 2011,6,1,4,4,12,16,1,837.2889975312341,01h 28m 54s
Jun 12 2011,5,5,4,2,8,99,1,932.3752479148662,00h 59m 43s
May 19 2011,6,5,4,7,8,99,1,928.7843062088116,01h 20m 02s
Jan 31 2011,6,1,4,4,12,16,1,574.1152564902302,02h 21m 42s
Aug 27 2011,18,5,4,7,12,99,1,1527.1054760695176,02h 03m 51s
Feb 12 2011,6,1,4,4,8,14,1,760.5627556916601,01h 57m 31s
Jan 27 2011,6,5,4,7,8,99,1,651.7191611532877,01h 23m 42s
Jun 17 2011,18,1,4,4,8,16,1,917.7318904111198,01h 30m 21s
Jun 03 2011,6,5,4,7,8,14,1,815.3821652348881,01h 06m 16s
Jun 21 2011,6,1,4,4,12,99,1,1070.2787239460217,01h 23m 12s
Jan 25 2011,18,1,4,4,12,14,1,578.315524789157,02h 07m 11s
Jun 27 2011,6,5,2,7,8,99,1,1031.6082072140553,01h 08m 03s
Apr 07 2011,5,5,4,7,8,99,1,673.7083186478696,01h 04m 42s
Nov 24 2011,6,5,4,2,8,99,1,626.1175011660836,00h 50m 30s
Jun 02 2011,6,1,4,4,8,99,1,932.058048177806,02h 02m 24s
Nov 13 2011,6,5,4,7,8,16,1,906.9780853243267,02h 25m 41s
Jun 10 2011,5,5,4,2,8,99,1,842.5267161481281,01h 11m 06s
Aug 13 2011,6,1,4,4,12,16,1,848.4640090695875,02h 02m 23s
Jul 28 2011,6,1,4,7,8,99,1,6.0219999999999996e+23,06h 00m 07s
Feb 14 2011,6,5,4,4,12,14,1,1159.7278073794157,01h 34m 28s
Apr 22 2011,18,5,4,7,8,16,1,954.185012913183,01h 53m 30s
Jun 25 2011,6,1,4,4,12,99,1,900.0938794971125,02h 07m 34s
Aug 17 2011,6,1,4,4,12,14,1,728.0588241389743,00h 56m 48s
Mar 15 2011,6,5,4,7,8,99,1,633.4008510414975,01h 17m 36s
Mar 11 2011,6,5,4,1,8,16,1,1024.0206755448314,01h 13m 41s
Jan 27 2011,6,5,4,4,8,99,1,655.8503884902325,02h 42m 07s
Jan 30 2011,6,1,4,4,8,16,1,440.77680087391786,02h 02m 42s
Jul 25 2011,18,5,4,7,12,99,1,910.9879254009813,02h 04m 53s
Nov 12 2011,18,1,2,7,8,99,1,6.0219999999999996e+23,06h 00m 06s
Sep 30 2011,6,5,4,4,12,16,1,967.4572730823911,02h 10m 44s
Jun 23 2011,5,5,4,7,8,16,1,955.2000701946539,01h 14m 01s
Dec 13 2011,6,1,4,4,12,99,1,391.96341501760776,02h 08m 31s
Jun 16 2011,18,5,2,7,12,99,1,1012.1816452736306,01h 39m 01s
Mar 24 2011,6,1,4,4,8,16,1,934.0824062249037,00h 54m 38s
Sep 03 2011,18,5,4,7,8,14,1,742.3522094885618,01h 39m 09s
Feb 15 2011,6,1,4,4,12,99,1,903.1068554604989,02h 25m 41s
Nov 14 2011,5,1,4,7,8,99,1,6.0219999999999996e+23,06h 00m 07s
Jan 08 2011,6,5,4,4,12,16,1,726.0452651752562,02h 19m 03s
Sep 19 2011,6,1,4,4,12,16,1,743.0938045292125,02h 00m 37s
Nov 22 2011,18,1,4,4,12,14,1,493.2430673058345,01h 59m 45s
Apr 07 2011,18,5,4,4,12,14,1,877.2821583705288,01h 42m 36s
Jan 02 2011,5,1,4,7,8,99,1,6.0219999999999996e+23,06h 00m 00s
Feb 17 2011,6,5,4,4,8,14,1,652.0212302846818,01h 46m 48s
Jun 24 2011,6,1,4,4,12,99,1,976.172809328229,02h 00m 40s
Oct 01 2011,18,1,4,7,8,99,1,6.0219999999999996e+23,06h 00m 07s
Feb 05 2011,6,5,4,4,12,14,1,683.7852514180504,01h 25m 51s
Nov 22 2011,6,5,4,4,12,99,1,456.9640997475542,01h 32m 41s
Nov 20 2011,18,1,4,4,8,14,1,641.5218079061351,01h 04m 09s
Dec 24 2011,5,5,4,7,8,99,1,404.16055712081936,01h 03m 03s
Oct 02 2011,18,5,4,7,8,99,1,641.2450500404493,01h 55m 09s
Mar 11 2011,6,5,4,4,12,14,1,1004.9970092851197,02h 13m 06s
Mar 13 2011,18,1,2,7,8,99,1,6.0219999999999996e+23,06h 00m 01s
Apr 01 2011,6,1,4,4,12,16,1,1026.2762851231082,01h 03m 39s
Jan 08 2011,18,5,4,7,8,99,1,731.7492567305978,01h 49m 53s
Feb 08 2011,18,5,4,4,8,99,1,821.9121851798682,01h 41m 17s
Jan 20 2011,6,5,4,7,8,99,1,385.51527769984807,01h 56m 06s
Aug 26 2011,5,1,4,4,12,14,1,1293.836492522481,01h 07m 06s
Dec 24 2011,6,5,4,7,8,99,1,390.1573834947234,02h 07m 13s
Mar 29 2011,18,5,4,7,8,14,1,754.1484722414837,01h 22m 59s
Jul 07 2011,6,5,4,4,12,99,1,839.8612973877665,02h 09m 56s
Aug 02 2011,2,5,4,7,8,99,1,755.371474710265,01h 30m 54s
Apr 12 2011,18,5,4,2,8,99,1,1118.675640064477,01h 36m 40s
Jun 13 2011,6,1,4,4,12,14,1,895.9249227927517,00h 57m 47s
Oct 01 2011,6,5,4,7,12,99,1,6.0219999999999996e+23,06h 00m 07s
Jul 05 2011,6,5,4,4,8,99,1,749.4342361903368,01h 24m 05s
Aug 21 2011,6,5,4,7,8,99,1,668.2555824495078,01h 49m 07s
May 30 2011,18,1,4,4,12,14,1,973.5391232868305,01h 55m 29s
Mar 23 2011,18,5,4,7,12,14,1,1222.4073707426742,02h 04m 25s
Jun 28 2011,6,5,4,4,8,99,1,893.0637323171138,01h 59m 44s
Jun 30 2011,6,5,4,7,8,99,1,734.9427603595766,01h 07m 25s
Dec 08 2011,6,5,4,7,8,99,1,800.0224215788618,00h 57m 56s
Jan 03 2011,6,5,4,7,8,99,1,491.2170039611658,01h 18m 06s
Jun 10 2011,18,5,4,7,8,14,1,874.1816801246371,01h 12m 29s
Feb 24 2011,6,5,4,7,8,99,1,542.5239453192278,02h 00m 01s
Aug 03 2011,6,5,4,7,8,99,1,749.0238924251341,01h 13m 35s
Apr 04 2011,18,1,4,4,12,14,1,1355.5324938111523,02h 13m 38s
Apr 14 2011,18,1,4,4,12,14,1,804.7560947766981,02h 04m 22s
Mar 03 2011,6,5,4,7,8,99,1,608.9023174279075,02h 06m 27s
Apr 28 2011,18,5,4,4,12,14,1,1600.522475078646,02h 19m 58s
Jan 13 2011,6,5,4,4,8,14,1,593.3808792832549,02h 02m 54s
Dec 22 2011,18,5,4,7,8,14,1,536.9893949551245,01h 04m 57s
Mar 26 2011,6,5,4,4,8,14,1,678.6023354969213,02h 07m 07s
Jan 17 2011,6,1,4,4,8,16,1,435.69970788339776,00h 51m 47s
Feb 16 2011,18,5,4,7,8,14,1,629.9191292642554,01h 11m 59s
Jan 12 2011,6,5,4,7,8,99,1,797.7284622059515,02h 00m 48s
Jan 25 2011,6,5,4,2,8,99,1,528.4761263417558,01h 52m 51s
Aug 11 2011,6,5,4,7,8,99,1,751.5753933179186,01h 05m 30s
Feb 25 2011,6,5,4,7,8,99,1,1011.2164621248712,00h 55m 04s
Sep 03 2011,6,5,4,7,8,99,1,654.0057661075243,01h 44m 00s
Dec 08 2011,6,5,4,4,12,99,1,807.1027508345235,02h 34m 54s
Feb 03 2011,6,5,4,7,8,99,1,670.2983767819754,01h 08m 06s
Sep 29 2011,18,1,4,4,12,14,1,826.784043710458,02h 06m 27s
Jan 17 2011,6,5,4,7,8,99,1,423.5617695542916,01h 23m 25s
May 24 2011,5,5,4,7,8,99,1,1082.4011356927504,00h 53m 47s
Jun 02 2011,6,1,4,4,8,16,1,960.169969490543,01h 58m 23s
Jun 14 2011,18,1,4,4,12,14,1,988.3112741784389,01h 25m 12s
Jan 07 2011,6,1,4,4,12,99,1,615.9553902506144,01h 01m 16s
Oct 28 2011,18,5,4,7,8,14,1,604.4069960955678,01h 53m 38s
Oct 01 2011,18,1,4,4,12,14,1,771.9696400401847,01h 06m 49s
Nov 29 2011,6,5,4,7,8,99,1,655.0849335782784,02h 01m 32s
Sep 15 2011,5,5,4,7,8,99,1,741.1671166016607,01h 11m 32s
Sep 21 2011,5,5,4,4,8,99,1,675.558805964734,01h 14m 41s
Nov 01 2011,6,1,4,7,12,99,1,6.0219999999999996e+23,06h 00m 03s
Dec 06 2011,6,5,4,4,8,14,1,409.4535979650757,01h 51m 27s
Feb 19 2011,6,5,4,7,8,99,1,1056.7274370078135,02h 06m 08s
Mar 08 2011,6,5,4,7,8,99,1,574.9394449436362,02h 00m 56s
May 26 2011,6,1,4,4,12,99,1,1034.4012332977854,01h 12m 53s
Oct 08 2011,6,5,4,4,8,14,1,682.141211214326,00h 48m 04s
Sep 30 2011,6,1,4,4,8,16,1,888.6128645067745,01h 21m 07s
May 21 2011,6,5,4,7,8,99,1,796.522591636022,01h 13m 05s
Dec 27 2011,5,5,4,7,8,99,1,740.7567148070096,01h 13m 41s
Jun 05 2011,18,1,4,4,12,14,1,869.2649634278444,01h 49m 46s
Sep 01 2011,6,5,4,4,8,14,1,651.2007163493663,01h 12m 46s
Sep 25 2011,6,5,4,7,8,99,1,580.9375040409866,01h 47m 00s
Jan 25 2011,6,1,4,4,12,99,1,577.3230214047512,01h 19m 56s
Jul 26 2011,5,5,4,4,8,99,1,796.9634870858226,00h 39m 45s
Jun 28 2011,6,5,4,7,8,14,1,891.9866241171983,01h 57m 32s
Jan 03 2011,6,5,4,4,8,99,1,478.30207291692125,01h 08m 01s
Sep 29 2011,6,1,4,4,8,16,1,746.9478644630287,01h 51m 41s
Oct 06 2011,18,5,4,7,8,14,1,577.056581386195,01h 20m 48s
Nov 03 2011,6,5,4,4,8,14,1,497.73295888006123,01h 48m 12s
Feb 02 2011,6,5,4,7,8,99,1,988.7238451364516,01h 59m 04s
Oct 02 2011,6,5,4,4,8,99,1,565.2796503542518,01h 05m 59s
Jul 07 2011,5,5,4,7,8,99,1,814.0021269337536,01h 08m 30s
Jun 13 2011,6,1,4,4,12,99,1,876.2031760240177,01h 01m 18s
Aug 30 2011,6,5,4,4,8,99,1,677.756824232347,01h 08m 31s
Sep 12 2011,6,5,4,4,8,14,1,631.4142266824433,01h 48m 48s
Jun 11 2011,18,1,4,4,12,14,1,966.9861583249003,02h 06m 00s
Jan 19 2011,6,5,4,4,8,14,1,494.6395240746116,00h 52m 50s
May 24 2011,6,5,4,7,8,99,1,1043.208267641949,02h 09m 00s
Dec 27 2011,6,5,4,4,8,14,1,651.0068967433275,01h 04m 30s
Feb 07 2011,6,5,4,4,8,99,1,471.0475658241387,01h 14m 27s
Dec 11 2011,18,1,4,4,12,14,1,586.699809533344,01h 38m 32s
Mar 14 2011,6,5,4,2,8,99,1,636.1669070362652,02h 01m 14s
May 09 2011,6,5,4,7,8,99,1,852.3398060255178,01h 09m 23s
Sep 02 2011,6,5,4,7,8,99,1,699.0819081164608,01h 44m 55s
